Temperature (K),Luminosity (L/Lo),Radius (R/Ro),Absolute magnitude (Mv),Star type,Star category,Star color,Spectral Class 
2211,0.0024208694685091533,0.11671689591627488,16.321662964902696,3,B,"Red,Blue",F
2255,0.0006156899006872736,0.12751844363937115,23.702647799706263,4,r,white,F
2584,0.0021337153833833698,0.1571830640608496,22.588498180780842,0,w,white,O
2124,0.0015762910702201423,0.1933605523385204,19.79237959963348,1,w,Yellow,F
2517,0.0009797162234722364,0.13256762802221095,15.806884386026043,3,B,white,O
2877,0.0008340116594799693,0.15691253328087945,20.576580350539416,1,w,"Red,Blue",A
2427,0.0007961984706036176,0.12693984738616385,15.884307904641133,5,w,white,O
2446,0.0014809048259638088,0.10683451440114604,15.758953328699528,1,w,yellow-orange,A
2625,0.0002602404097510043,0.14132168269234013,23.13539084098398,4,a,yellow-orange,K
2936,0.001318723874937072,0.133395700116928,24.204502999603623,4,w,"Red,Blue",O
2493,0.0013774315616354228,0.12655511496728303,21.22424390879269,3,o,yellow-orange,G
2536,0.002342237723648917,0.12224263636552862,15.579847794026435,5,r,white,O
2615,0.0023481624698765313,0.1971961782724063,19.166520095506353,0,o,Yellow,G
2763,0.0005613789153627102,0.19701682886676425,22.864333334484087,2,o,white,B
2928,0.0008112988289618767,0.103920569720789,24.440279184641092,1, ,white,B
2897,0.0012357054870103187,0.19316697897496926,17.888989604295748,3,w,Yellow,M
2295,0.0009154458738386119,0.10733104143219756,24.86578614164015,0, ,yellow-orange,G
2913,0.0018972960325711055,0.1969330412267369,17.76572468481084,3,f,"Red,Blue",G
2923,0.0007579713646760409,0.1443299809011688,22.974468842498325,0, ,Yellow,G
2759,0.002403704394569203,0.14257106610853307,24.231985388113653,4,r,white,A
2773,0.0017947997435613736,0.11822280706021449,18.81952201246539,5,w,"Red,Blue",F
2552,0.001019275770642931,0.17509832772543765,16.965679090019105,4,r,yellow-orange,G
2869,0.0004334789499442665,0.13983587058843744,19.93481328352226,3,o,white,F
2799,0.0002848660781035448,0.1817506728293721,21.197961981412405,1,w,"Red,Blue",O
2419,0.001133545684148293,0.12197250138044238,21.708559757009667,0,r,yellow-orange,B
2035,0.0017373427602001155,0.11908116809619056,19.77203173024344,1,f,yellow-orange,A
2245,0.00028230189643404667,0.13035903794289408,22.98278660672381,0,n,yellow-orange,F
2262,0.0018004939716300744,0.16761057889946102,23.27456691289241,3,a,"Red,Blue",K
2387,0.0020508126275275754,0.1805381350702404,15.88719554136788,5,w,Yellow,M
2883,0.00023884464918236357,0.1813125562218018,23.41111592710879,4, ,yellow-orange,M
2908,0.0003764008792032584,0.12863558411879442,16.364219984887733,0,n,white,K
2229,0.002115466978477554,0.16599956130068366,20.87271693174542,4, ,yellow-orange,G
2169,0.0017695524849406816,0.12876031421118378,17.2498412150619,1,n,Yellow,G
2659,0.0017037851690785387,0.10011832399021073,15.59315446022253,4,D,Yellow,F
2139,0.00023103479980950923,0.15388811328075586,24.772040212419203,2,w,white,G
2484,0.000301282167341858,0.1481962902542115,22.77475467888675,2,B,white,F
2580,0.0015356441727604963,0.1659782918546749,16.98024518782636,0,w,yellow-orange,K
2669,0.0009044776413610639,0.18226718174943138,20.454151804861983,3,a,yellow-orange,G
2886,0.00010308166212420807,0.1356217134225361,24.34875503252828,4,r,Yellow,B
2705,0.0009236435390063194,0.14443370800663763,15.985136281092979,4,r,yellow-orange,M
2548,0.000585012140164383,0.1442388361130585,19.262427112992793,5,D,Yellow,K
2814,0.002302059844772475,0.1841056172796933,16.5525678435378,4,f,"Red,Blue",B
2805,0.0004199572690583682,0.10908229469446888,23.711315974965096,4,w,"Red,Blue",A
2653,0.002452878827330171,0.15994867997329765,18.054349327369952,5,B,"Red,Blue",M
2554,0.0005608876817266824,0.17192699162516556,24.71163237679857,0,a,white,O
2441,0.0006646436962745526,0.10799276584321993,23.204929395272657,0,r,Yellow,F
2699,0.0024770220019506924,0.1360820932091752,20.68224204525989,3,w,"Red,Blue",B
2377,0.0015529132616495646,0.19214337794448164,21.752974755482906,3,f,yellow-orange,M
2342,0.0006371940417344053,0.137773528932499,21.287490832837396,0,w,yellow-orange,B
2304,0.0002126724254197744,0.157190706039125,17.989901622313393,2,r,Yellow,F
2893,0.0015830928020683585,0.11707672867100966,18.669382592540227,1,B,yellow-orange,B
2486,0.0023196011520739365,0.10066621131333323,17.33627478793757,5,w,"Red,Blue",M
2127,0.001282091349474376,0.16504694220046784,21.661579099966442,1,n,Yellow,M
2162,0.0011069240736329127,0.14846912467697707,21.571365547392027,4,f,"Red,Blue",A
2183,0.0004183005655603548,0.1994910027291174,16.780960276431358,4,w,white,M
2344,0.0015681497813156695,0.13277863782771002,21.094133283310985,3,n,yellow-orange,B
2521,0.0009509342322371692,0.15210667234309808,17.94112869770564,5,w,Yellow,G
2652,0.0006815816753822695,0.13358078672699744,20.98556948605477,4, ,yellow-orange,G
2555,0.0007126508727946415,0.19463948702906303,21.551594993342285,2,n,"Red,Blue",B
2856,0.0019850796161441004,0.11323469081373495,16.41455986168218,4,D,"Red,Blue",G
2656,0.00029991046185202415,0.1494207755167831,17.836194881411963,4,w,yellow-orange,O
2604,0.0005461523139319134,0.1225948526158112,15.55885350843171,4,o,Yellow,F
2895,0.0002125687561236535,0.16406748425018186,18.521870807255915,4,f,"Red,Blue",F
2425,0.00011710502014318047,0.18515847256831242,16.00228320239735,5,f,"Red,Blue",B
2225,0.0024358792981397093,0.13176416985274408,22.371421506047795,2,D,Yellow,M
2968,0.0017953391660758928,0.19200162036776458,19.04361123314705,3,a,yellow-orange,A
2693,0.0012297868142075806,0.15795685180824182,23.475322968683713,5,f,Yellow,O
2909,0.0002772891866359303,0.17945720520805736,15.702606939369476,5,B,Yellow,M
2377,0.002098053481012742,0.15549956156329758,24.02401243118609,1,n,Yellow,O
2779,0.0005072329463806551,0.19809822407759414,23.509887861849922,0,D,yellow-orange,M
2840,0.0017444017899237245,0.12097665842546194,20.01899798920127,1,B,yellow-orange,O
2432,0.0014254737368191548,0.15063204071897077,25.00054565101494,0,B,Yellow,A
2524,0.001785329065731572,0.19656325480616643,20.248446404990844,1,r,yellow-orange,G
2886,0.0011821780541032814,0.14831020117906288,21.652565599395725,5,n,yellow-orange,M
2997,0.0006480010702137313,0.11501074657404997,24.59907939465611,0,r,Yellow,B
2880,0.0018515712507689592,0.11898016071681888,15.831194108786216,2,r,"Red,Blue",B
2404,0.002295053244056802,0.1917449477583573,17.578812755426853,1,D,yellow-orange,K
2818,0.0015629821487927078,0.11674628484198567,15.122930601642896,0,B,Yellow,O
2249,0.0014905581494096074,0.13451426785133735,17.192708179787576,4,o,yellow-orange,M
2770,0.0011166333157851698,0.175633951055676,22.05856794101208,3,f,yellow-orange,A
2500,0.002430317912167089,0.11632518571749685,20.58783137555286,2,f,white,B
2435,0.0012683309727896672,0.14418156370944282,21.197197978731722,4,a,white,F
2398,0.0008809176433068462,0.16891903480507145,15.713385786741387,3, ,white,M
2521,0.0013806730101628933,0.1704849341539698,19.368458451816178,1,r,Yellow,K
2662,0.0013780262140616107,0.1731469690673088,19.49911577933445,1, ,Yellow,A
2201,0.0013401765835761986,0.18817809960214027,18.81748638100078,5,f,yellow-orange,F
2058,0.0023574707221776393,0.10657372708944385,17.470971787892122,0,w,"Red,Blue",A
2163,0.0010571977740413342,0.1408273303749623,22.77370827078415,3,w,"Red,Blue",M
2667,0.0017348618651679467,0.14729957036182623,19.743765483166868,3,w,"Red,Blue",M
2876,0.0015900966171368083,0.19855201028890865,17.69327631790961,0,r,Yellow,M
2170,0.0013256405246614116,0.1686980284811147,15.270097906017877,2,a,Yellow,B
2552,0.0006609004175887902,0.18250510367858214,15.413798432467772,1,B,yellow-orange,F
2670,0.0005785355140158162,0.16077658195670885,24.110167737577797,5,n,white,A
2104,0.0009335081278921179,0.14269705411128242,20.204014135103705,0,n,white,G
2773,0.0007403096465282171,0.10402175334922666,21.464678475054217,2,D,Yellow,B
2528,0.0022690307000282,0.17445041191124327,20.20905100665854,2,B,"Red,Blue",B
2192,0.0018260588761023846,0.11451510864693032,18.340165729769474,3,f,yellow-orange,G
2190,0.0021550529612750823,0.10376821260914813,23.092800383515918,3,B,yellow-orange,O
2357,0.0017429288435171345,0.12566061506066928,19.98523795083292,0,a,white,G
2191,0.0003730450594590992,0.11269681981362813,16.665721739401967,3,r,white,M
2524,0.0008277072239958858,0.11904993254486,22.81241757446449,5,f,white,B
2946,0.0010466737352086894,0.19608701693683364,18.682819360851422,4,a,Yellow,F
2644,0.0015095945428457308,0.1425731392682834,24.24419606226093,3,r,Yellow,F
2281,0.0010191932625172805,0.17124695643872145,19.79700344546031,1,B,Yellow,A
2948,0.0009234323933448609,0.10449581163489474,21.70906127736984,2,w,yellow-orange,O
2543,0.0020015622054161374,0.19816969695077347,17.119788939108222,4,D,"Red,Blue",G
2191,0.0006687506594285401,0.1227548108918342,21.278287991498555,0,o,yellow-orange,F
2550,0.002171812185205534,0.1579941914298392,20.92218381971223,5,D,Yellow,A
2266,0.0009779075131843386,0.15295544724836,18.811222535670293,2,w,white,A
2009,0.0008157348758856213,0.15098326622137598,16.844252407433146,0,r,"Red,Blue",B
2247,0.0008695301223334131,0.12287174463874678,17.569497736421823,5,B,"Red,Blue",A
2892,0.002283560625065124,0.1981194115266749,24.943087843574943,2,D,"Red,Blue",A
2905,0.0008249934095482553,0.1004763446737563,17.6403778719693,0,w,yellow-orange,B
2996,0.0024253533104767228,0.1755184545461735,24.3949543026713,3,a,yellow-orange,A
2893,0.0005981606065482976,0.1719599920472189,22.02508659602289,1,a,yellow-orange,A
2252,0.0012902382658692686,0.16912861963958103,21.7502023259845,2, ,white,K
2287,0.0008976049457172392,0.15691685526393725,17.02714218417384,2,r,white,A
2442,0.00029652629940342764,0.1488045345552729,22.684109659677645,0,o,Yellow,B
2690,0.0010544419721232577,0.13387984357609103,21.815414854158327,1,n,yellow-orange,M
2934,0.0009433943190169392,0.1797877237581304,21.33968345334383,3,w,"Red,Blue",G
2198,0.002065982454066659,0.10988680468284079,24.696418920653983,2,n,white,M
2662,0.00029750697869972235,0.13215122713820945,16.196734015406598,0, ,yellow-orange,O
2562,0.0002461681890711808,0.15312859078481061,17.92380421434715,5,w,yellow-orange,A
2423,0.0012860170824696008,0.17177478207559138,15.536445152573851,3,a,Yellow,A
2942,0.002173273127452519,0.12855654394381863,21.811189542307496,1,r,white,K
2867,0.002164889733406956,0.12301339377290649,16.207186722374146,1,r,"Red,Blue",B
2726,0.0015397321730660325,0.14458055344199458,21.141078086518135,5,r,yellow-orange,M
2983,0.0023666727338402375,0.19093381915777513,20.988593883191648,3,f,"Red,Blue",B
2018,0.001234534598438087,0.10613330891944883,21.833488109918783,1,w,Yellow,G
2545,0.00022263360974897952,0.1290350078169913,15.372584887922056,1,D,white,A
2389,0.0013050240058274218,0.11792566379784068,24.658561153566815,4,B,Yellow,O
2589,0.0006673703345055971,0.18113801717395192,16.648180073029742,5,n,yellow-orange,B
2250,0.0005649686164820783,0.1233667130730511,19.530166474234285,1,w,"Red,Blue",O
2018,0.0017898358106429755,0.16928553976882083,22.625458775029827,0,B,Yellow,K
2391,0.0017210562307793087,0.11406191429877849,22.936223542918082,5,D,"Red,Blue",F
2083,0.0011836639846223595,0.14383508336746514,21.067494696875823,2,f,Yellow,G
2489,0.0005627539680619819,0.1483431558861658,23.64299845522239,5,B,white,M
2992,0.0019500778057105627,0.10847967989480403,20.88053164584024,4,w,yellow-orange,G
2798,0.00046828671025554453,0.17042453877589256,22.42659140151648,1,r,yellow-orange,A
2843,0.002217318651400073,0.12317040533914564,21.617838966361496,4,n,white,G
2456,0.0020262389211337006,0.14946671318178345,21.653021646050977,3,r,Yellow,O
2387,0.0014326027350006377,0.1667729689178733,16.493831135781964,0,w,white,F
2682,0.002021950700195282,0.11193808946316013,19.048996439940936,3,o,white,A
2487,0.00011335864051505578,0.13944989998032337,23.542639706023397,1,o,white,G
2412,0.00035848867825459714,0.19727451636695623,17.82675941459493,1, ,white,A
2697,0.0011213355825506247,0.1811190045236638,16.97992793988834,1,r,yellow-orange,M
2779,0.0014764914023494965,0.11981648574409982,19.48786672374186,4,n,"Red,Blue",K
2934,0.00011353437379988619,0.11652212610935962,24.7276369315072,1,r,white,M
2128,0.0014793876303279558,0.13707652646642407,22.3052659048949,4,B,"Red,Blue",F
2107,0.0010078423690941115,0.19267598552666104,21.78985086139118,2,f,"Red,Blue",A
2399,0.0015217564032540202,0.19508262529508882,17.417404349041323,5,r,white,O
2357,0.001839059161233916,0.1013329227044731,20.372794063774798,3,r,white,B
2634,0.0021913614118138003,0.16129269615929615,16.834010916855487,4,D,white,B
2159,0.002124132534730037,0.17902675541821905,18.139340545283677,3,f,"Red,Blue",A
2730,0.000125338050629673,0.14492439111435104,21.715575532099322,0,w,Yellow,F
2134,0.001825721947081645,0.15989529891194715,23.497063770675293,0,f,yellow-orange,K
2537,0.0018970524231617023,0.19599546981322785,19.9883969821175,5,r,yellow-orange,B
2564,0.0018216152486783752,0.1593760487512837,23.069629014343956,0, ,yellow-orange,A
2743,0.002268237758165915,0.12507524274308007,17.84270987165748,0,o,white,G
2853,0.00017302218137030262,0.11668563297243957,18.498489873951367,3,w,Yellow,M
2104,0.0017218941556934172,0.19612177757303673,18.53600223877205,5,B,white,O
2808,0.0012068530300562918,0.1730274645520367,18.829926613147222,5,f,"Red,Blue",A
2100,0.00228050965526834,0.11706460361319126,17.45413607563771,5,a,Yellow,O
2143,0.0023982329244327514,0.18350373233446296,24.30650208977736,4,r,"Red,Blue",F
2287,0.0017246146862992388,0.12996424767877143,24.37540056198566,0,D,white,M
2590,0.002043042372925198,0.1512205024739106,21.02733414520929,4,w,"Red,Blue",M
2447,0.0012325684442062422,0.1392269532732445,21.408229320586724,2,r,Yellow,M
2706,0.0009406797178818727,0.14505147264986087,20.538746513032358,1,D,Yellow,A
2733,0.0016958081569866858,0.16283000355734445,21.835520710789666,5,r,yellow-orange,K
2194,0.0004347614909408065,0.1462754644792103,15.26214151931419,3,n,white,A
2629,0.0012624494578187884,0.14449765559715635,21.27288572594326,1,w,white,O
2993,0.0003381983217305019,0.13970215931608126,23.466118459841816,1,n,yellow-orange,M
2039,0.0007901970962151837,0.13019936875016097,22.614646484046283,5,f,Yellow,M
2722,0.0024712923181472424,0.10058795098253664,23.3753182884738,5, ,Yellow,K
2251,0.0008932927321529977,0.11570278497465282,23.363322929355995,5,D,"Red,Blue",K
2934,0.0006557077309733261,0.12197999873642035,16.955782212025795,4,B,"Red,Blue",G
2415,0.002462118476132801,0.11899512009112007,22.897300984800818,5,r,white,M
2234,0.0015906079508131298,0.16748861434500045,22.891301374618582,0,r,"Red,Blue",B
2128,0.0018940679685834955,0.14366085143554738,15.626997256881161,0,n,white,B
2866,0.0005842408893340864,0.1770754122340636,15.844244911010628,0,n,yellow-orange,M
2286,0.00011174739056026502,0.15488327646920638,17.75630089459723,3,D,white,A
2454,0.00237537957025104,0.19799484285336996,21.436652393026087,1, ,Yellow,G
2107,0.001110042707495012,0.17912055064653726,22.35416650608641,5,n,white,F
2529,0.0024644750221228173,0.18775702068771027,18.117198971378603,4,D,"Red,Blue",M
2435,0.00021264321444700176,0.13223667552891236,16.736299743633545,0,r,Yellow,M
2669,0.0011794654537862074,0.1790670463300556,24.159689608855334,1,r,yellow-orange,B
2718,0.0007255304685468669,0.1605395200268628,23.4663040918034,4,w,Yellow,F
2448,0.000489876166105273,0.1970285135620674,19.325479537045535,3,w,yellow-orange,M
2704,0.0006431210784442512,0.13727133396819396,18.39543537636259,2,D,"Red,Blue",F
2142,0.0019921279146116774,0.11327688984291225,20.505666283154458,2,o,yellow-orange,F
2306,0.0017903630374050046,0.16667023238015644,22.577201497441454,3, ,"Red,Blue",M
2970,0.0019181729370265751,0.15062743847890664,16.07414345904528,1,a,white,G
2291,0.0009376006278280584,0.15321731097058786,24.56592744990531,1,n,Yellow,F
2997,0.002043509996116042,0.12461452397844776,19.919251988900875,0,r,"Red,Blue",A
2866,0.0008644817565410588,0.16295912731530438,18.395171948649114,4,a,white,B
2695,0.0012457587513052888,0.16011549528036711,24.63964317759681,3,w,white,F
2880,0.000978334498400804,0.1292905617157431,22.818620962321926,4,f,Yellow,G
2146,0.0008951179711696949,0.18967675274665452,15.879616535015588,0,w,Yellow,A
2557,0.0010985792575948041,0.12072852671281954,23.032488090691043,4, ,white,A
2768,0.00016921206708171905,0.10147292583569487,24.37929049441764,3,f,"Red,Blue",G
2081,0.0009097349739977561,0.19150341634308385,24.212012774645814,3,w,"Red,Blue",G
2380,0.00017349953275862113,0.13108751529035717,24.88487441139856,5,w,yellow-orange,K
2958,0.0009464989777519421,0.15648627985498617,24.650277663724996,3,B,yellow-orange,G
2751,0.0008990708764647264,0.14164846764517,18.388831695494183,4,f,Yellow,M
2162,0.0017527935781409042,0.11323844244561476,18.657762819597895,2,w,"Red,Blue",A
2433,0.0006146234090410161,0.13796192208804284,22.12261691419086,1,a,Yellow,B
2151,0.0009750010755979946,0.1092020318599708,22.213776353103114,5,o,Yellow,G
2994,0.0005747731660709721,0.17015162390694394,15.398148878588529,2,r,white,M
